year_,state_,state_po,candidate,party_detailed,candidate_vote
1992,PENNSYLVANIA,PA,ANDRE MARROU,LIBERTARIAN,21477
1992,PENNSYLVANIA,PA,LENORA FULANI,NEW ALLIANCE,4661
1992,RHODE ISLAND,RI,BILL CLINTON,DEMOCRAT,213299
1992,RHODE ISLAND,RI,GEORGE H.W. BUSH,REPUBLICAN,131601
1992,RHODE ISLAND,RI,ROSS PEROT,INDEPENDENT,105045
1992,RHODE ISLAND,RI,LENORA FULANI,NEW ALLIANCE,1878
1992,RHODE ISLAND,RI,ANDRE MARROU,LIBERTARIAN,571
1992,RHODE ISLAND,RI,LYNDON LAROUCHE JR.,INDEPENDENTS FOR LAROUCHE,494
1992,RHODE ISLAND,RI,JOHN HAGELIN,NATURAL LAW,262
1992,RHODE ISLAND,RI,HOWARD PHILLIPS,TAXPAYERS PARTY,215
1992,SOUTH CAROLINA,SC,GEORGE H.W. BUSH,REPUBLICAN,577507
1992,SOUTH CAROLINA,SC,BILL CLINTON,DEMOCRAT,525514
1992,SOUTH CAROLINA,SC,ROSS PEROT,INDEPENDENT,119257
1992,SOUTH CAROLINA,SC,ANDRE MARROU,LIBERTARIAN,2719
1992,SOUTH CAROLINA,SC,HOWARD PHILLIPS,AMERICAN,2680
1992,SOUTH CAROLINA,SC,LENORA FULANI,UNITED CITIZENS,1235
1992,SOUTH DAKOTA,SD,GEORGE H.W. BUSH,REPUBLICAN,136718
1992,SOUTH DAKOTA,SD,BILL CLINTON,DEMOCRAT,124888
1992,SOUTH DAKOTA,SD,ROSS PEROT,INDEPENDENT,73295
1992,SOUTH DAKOTA,SD,ANDRE MARROU,LIBERTARIAN,814
1992,SOUTH DAKOTA,SD,OTHER,INDEPENDENT,539
1992,TENNESSEE,TN,BILL CLINTON,DEMOCRAT,933521
1992,TENNESSEE,TN,GEORGE H.W. BUSH,REPUBLICAN,841300
1992,TENNESSEE,TN,ROSS PEROT,INDEPENDENT,199968
1992,TENNESSEE,TN,OTHER,INDEPENDENT,7688
1992,TENNESSEE,TN,,,161
1992,TEXAS,TX,GEORGE H.W. BUSH,REPUBLICAN,2496071
1992,TEXAS,TX,BILL CLINTON,DEMOCRAT,2281815
1992,TEXAS,TX,ROSS PEROT,INDEPENDENT,1354781
1992,TEXAS,TX,ANDRE MARROU,LIBERTARIAN,19699
1992,TEXAS,TX,,,1652
1992,UTAH,UT,GEORGE H.W. BUSH,REPUBLICAN,322632
1992,UTAH,UT,ROSS PEROT,INDEPENDENT,203400
1992,UTAH,UT,BILL CLINTON,DEMOCRAT,183429
1992,UTAH,UT,JAMES BO GRITZ,POPULIST,28602
1992,UTAH,UT,ANDRE MARROU,LIBERTARIAN,1900
1992,UTAH,UT,JOHN HAGELIN,NATURAL LAW,1319
1992,UTAH,UT,LYNDON LAROUCHE JR.,INDEPENDENTS FOR ECONOMIC RECOVERY,1089
1992,UTAH,UT,LENORA FULANI,NEW ALLIANCE,414
1992,UTAH,UT,HOWARD PHILLIPS,TAXPAYERS PARTY,393
1992,UTAH,UT,OTHER,AMERICAN,292
1992,UTAH,UT,JAMES MAC WARREN,SOCIALIST WORKERS,200
1992,UTAH,UT,RON DANIELS,CAMPAIGN FOR A NEW TOMORROW,177
1992,UTAH,UT,J. QUINN BRISBEN,SOCIALIST WORKERS,151
1992,VERMONT,VT,BILL CLINTON,DEMOCRAT,133592
1992,VERMONT,VT,GEORGE H.W. BUSH,REPUBLICAN,88122
1992,VERMONT,VT,ROSS PEROT,INDEPENDENT,65991
1992,VERMONT,VT,ANDRE MARROU,LIBERTARIAN,501
1992,VERMONT,VT,,,488
1992,VERMONT,VT,OTHER,LIBERTY UNION PARTY,329
1992,VERMONT,VT,JOHN HAGELIN,NATURAL LAW,315
1992,VERMONT,VT,HOWARD PHILLIPS,TAXPAYERS PARTY,124
1992,VERMONT,VT,LENORA FULANI,NEW ALLIANCE,100
1992,VERMONT,VT,JAMES MAC WARREN,SOCIALIST WORKERS,82
1992,VERMONT,VT,LYNDON LAROUCHE JR.,FREEDOM FOR LAROUCHE,57
1992,VIRGINIA,VA,GEORGE H.W. BUSH,REPUBLICAN,1150517
1992,VIRGINIA,VA,BILL CLINTON,DEMOCRAT,1038650
1992,VIRGINIA,VA,ROSS PEROT,INDEPENDENT,348639
1992,VIRGINIA,VA,OTHER,INDEPENDENT,15129
1992,VIRGINIA,VA,ANDRE MARROU,LIBERTARIAN,5730
1992,VIRGINIA,VA,,,464
1992,WASHINGTON,WA,BILL CLINTON,DEMOCRAT,993037
1992,WASHINGTON,WA,GEORGE H.W. BUSH,REPUBLICAN,731234
1992,WASHINGTON,WA,ROSS PEROT,INDEPENDENT,541780
1992,WASHINGTON,WA,ANDRE MARROU,LIBERTARIAN,7533
1992,WASHINGTON,WA,JAMES BO GRITZ,POPULIST,4854
1992,WASHINGTON,WA,JOHN HAGELIN,NATURAL LAW,2456
1992,WASHINGTON,WA,HOWARD PHILLIPS,TAXPAYERS PARTY,2354
1992,WASHINGTON,WA,OTHER,INDEPENDENT,2026
1992,WASHINGTON,WA,LENORA FULANI,NEW ALLIANCE,1776
1992,WASHINGTON,WA,JAMES MAC WARREN,SOCIALIST WORKERS,515
1992,WEST VIRGINIA,WV,BILL CLINTON,DEMOCRAT,331001
1992,WEST VIRGINIA,WV,GEORGE H.W. BUSH,REPUBLICAN,241974
1992,WEST VIRGINIA,WV,ROSS PEROT,INDEPENDENT,108829
1992,WEST VIRGINIA,WV,ANDRE MARROU,LIBERTARIAN,1873
1992,WISCONSIN,WI,BILL CLINTON,DEMOCRAT,1041066
1992,WISCONSIN,WI,GEORGE H.W. BUSH,REPUBLICAN,930855
1992,WISCONSIN,WI,ROSS PEROT,INDEPENDENT,544479
1992,WISCONSIN,WI,OTHER,INDEPENDENT,7518
1992,WISCONSIN,WI,ANDRE MARROU,LIBERTARIAN,2877
1992,WISCONSIN,WI,RON DANIELS,LABOR-FARM-LABORISTA-AGRARIO,1833
1992,WISCONSIN,WI,JOHN HAGELIN,NATURAL LAW,1070
1992,WISCONSIN,WI,BLANK VOTE/SCATTERING,,961
1992,WISCONSIN,WI,ROLAND HEM,THIRD PARTY,405
1992,WYOMING,WY,GEORGE H.W. BUSH,REPUBLICAN,79347
1992,WYOMING,WY,BILL CLINTON,DEMOCRAT,68160
1992,WYOMING,WY,ROSS PEROT,INDEPENDENT,51263
1992,WYOMING,WY,ANDRE MARROU,LIBERTARIAN,844
1992,WYOMING,WY,LENORA FULANI,INDEPENDENT,270
1996,ALABAMA,AL,ROBERT DOLE,REPUBLICAN,769044
1996,ALABAMA,AL,BILL CLINTON,DEMOCRAT,662165
1996,ALABAMA,AL,,INDEPENDENT,95030
1996,ALABAMA,AL,HARRY BROWNE,LIBERTARIAN,5290
1996,ALABAMA,AL,JOHN HAGELIN,NATURAL LAW,1697
1996,ALABAMA,AL,,,1123
1996,ALASKA,AK,ROBERT DOLE,REPUBLICAN,122746
1996,ALASKA,AK,BILL CLINTON,DEMOCRAT,80380
1996,ALASKA,AK,ROSS PEROT,REFORM PARTY,26333
1996,ALASKA,AK,RALPH NADER,GREEN,7597
1996,ALASKA,AK,HARRY BROWNE,LIBERTARIAN,2276
1996,ALASKA,AK,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,925
1996,ALASKA,AK,JOHN HAGELIN,NATURAL LAW,729
1996,ALASKA,AK,,,634
1996,ARIZONA,AZ,BILL CLINTON,DEMOCRAT,653288
1996,ARIZONA,AZ,ROBERT DOLE,REPUBLICAN,622073
1996,ARIZONA,AZ,ROSS PEROT,REFORM PARTY,112072
1996,ARIZONA,AZ,HARRY BROWNE,LIBERTARIAN,14358
1996,ARIZONA,AZ,,,2573
1996,ARIZONA,AZ,OTHER,,41
1996,ARKANSAS,AR,BILL CLINTON,DEMOCRAT,475171
1996,ARKANSAS,AR,ROBERT DOLE,REPUBLICAN,325416
1996,ARKANSAS,AR,ROSS PEROT,REFORM PARTY,69884
1996,ARKANSAS,AR,RALPH NADER,GREEN,3649
1996,ARKANSAS,AR,HARRY BROWNE,LIBERTARIAN,3076
1996,ARKANSAS,AR,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,2065
1996,ARKANSAS,AR,RALPH FORBES,AMERICA FIRST,932
1996,ARKANSAS,AR,CHARLES COLLINS,UNAFFILIATED,823
1996,ARKANSAS,AR,ISABELL MASTERS,LOOKING BACK PARTY,749
1996,ARKANSAS,AR,MONICA MOOREHEAD,WORKERS WORLD,747
1996,ARKANSAS,AR,JOHN HAGELIN,NATURAL LAW,729
1996,ARKANSAS,AR,MARY CAL HOLLIS,SOCIALIST,538
1996,ARKANSAS,AR,EARL DODGE,PROHIBITION,483
1996,CALIFORNIA,CA,BILL CLINTON,DEMOCRAT,5119835
1996,CALIFORNIA,CA,ROBERT DOLE,REPUBLICAN,3828381
1996,CALIFORNIA,CA,ROSS PEROT,REFORM PARTY,697847
1996,CALIFORNIA,CA,RALPH NADER,GREEN,237016
1996,CALIFORNIA,CA,HARRY BROWNE,LIBERTARIAN,73600
1996,CALIFORNIA,CA,MARSHA FEINLAND,PEACE & FREEDOM,25332
1996,CALIFORNIA,CA,HOWARD PHILLIPS,AMERICAN INDEPENDENT PARTY,21202
1996,CALIFORNIA,CA,JOHN HAGELIN,NATURAL LAW,15403
1996,CALIFORNIA,CA,,,853
1996,COLORADO,CO,ROBERT DOLE,REPUBLICAN,691848
1996,COLORADO,CO,BILL CLINTON,DEMOCRAT,671152
1996,COLORADO,CO,ROSS PEROT,REFORM PARTY,99629
1996,COLORADO,CO,RALPH NADER,GREEN,25070
1996,COLORADO,CO,HARRY BROWNE,LIBERTARIAN,12392
1996,COLORADO,CO,HOWARD PHILLIPS,CONSTITUTION PARTY,2813
1996,COLORADO,CO,CHARLES COLLINS,INDEPENDENT,2809
1996,COLORADO,CO,JOHN HAGELIN,NATURAL LAW,2545
1996,COLORADO,CO,MARY CAL HOLLIS,SOCIALIST,669
1996,COLORADO,CO,MONICA MOOREHEAD,WORKERS WORLD,599
1996,COLORADO,CO,DIANE TEMPLIN,AMERICAN,557
1996,COLORADO,CO,EARL DODGE,PROHIBITION,375
1996,COLORADO,CO,JAMES HARRIS,SOCIALIST WORKERS,244
1996,CONNECTICUT,CT,BILL CLINTON,DEMOCRAT,735740
1996,CONNECTICUT,CT,ROBERT DOLE,REPUBLICAN,483109
1996,CONNECTICUT,CT,ROSS PEROT,REFORM PARTY,139523
1996,CONNECTICUT,CT,RALPH NADER,GREEN,24321
1996,CONNECTICUT,CT,HARRY BROWNE,LIBERTARIAN,5788
1996,CONNECTICUT,CT,HOWARD PHILLIPS,CONCERNED CITIZENS,2425
1996,CONNECTICUT,CT,JOHN HAGELIN,NATURAL LAW,1703
1996,CONNECTICUT,CT,,,5
1996,DELAWARE,DE,BILL CLINTON,DEMOCRAT,140355
1996,DELAWARE,DE,ROBERT DOLE,REPUBLICAN,99062
1996,DELAWARE,DE,ROSS PEROT,UNAFFILIATED,28719
1996,DELAWARE,DE,HARRY BROWNE,LIBERTARIAN,2052
1996,DELAWARE,DE,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,348
1996,DELAWARE,DE,JOHN HAGELIN,NATURAL LAW,274
1996,DISTRICT OF COLUMBIA,DC,BILL CLINTON,DEMOCRAT,158220
1996,DISTRICT OF COLUMBIA,DC,ROBERT DOLE,REPUBLICAN,17339
1996,DISTRICT OF COLUMBIA,DC,RALPH NADER,GREEN,4780
1996,DISTRICT OF COLUMBIA,DC,ROSS PEROT,REFORM PARTY,3611
1996,DISTRICT OF COLUMBIA,DC,,,648
1996,DISTRICT OF COLUMBIA,DC,HARRY BROWNE,LIBERTARIAN,588
1996,DISTRICT OF COLUMBIA,DC,JOHN HAGELIN,NATURAL LAW,283
1996,DISTRICT OF COLUMBIA,DC,JAMES HARRIS,SOCIALIST WORKERS,257
1996,FLORIDA,FL,BILL CLINTON,DEMOCRAT,2546870
1996,FLORIDA,FL,ROBERT DOLE,REPUBLICAN,2244536
1996,FLORIDA,FL,ROSS PEROT,REFORM PARTY,483870
1996,FLORIDA,FL,HARRY BROWNE,LIBERTARIAN,23326
1996,FLORIDA,FL,,,4552
1996,GEORGIA,GA,ROBERT DOLE,REPUBLICAN,1080843
1996,GEORGIA,GA,BILL CLINTON,DEMOCRAT,1053849
1996,GEORGIA,GA,ROSS PEROT,REFORM PARTY,146337
1996,GEORGIA,GA,HARRY BROWNE,LIBERTARIAN,17870
1996,HAWAII,HI,BILL CLINTON,DEMOCRAT,205012
1996,HAWAII,HI,ROBERT DOLE,REPUBLICAN,113943
1996,HAWAII,HI,ROSS PEROT,REFORM PARTY,27358
1996,HAWAII,HI,RALPH NADER,GREEN,10386
1996,HAWAII,HI,HARRY BROWNE,LIBERTARIAN,2493
1996,HAWAII,HI,JOHN HAGELIN,NATURAL LAW,570
1996,HAWAII,HI,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,358
1996,IDAHO,ID,ROBERT DOLE,REPUBLICAN,256595
1996,IDAHO,ID,BILL CLINTON,DEMOCRAT,165443
1996,IDAHO,ID,ROSS PEROT,REFORM PARTY,62518
1996,IDAHO,ID,HARRY BROWNE,LIBERTARIAN,3325
1996,IDAHO,ID,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,2230
1996,IDAHO,ID,JOHN HAGELIN,NATURAL LAW,1600
1996,ILLINOIS,IL,BILL CLINTON,DEMOCRAT,2341744
1996,ILLINOIS,IL,ROBERT DOLE,REPUBLICAN,1587021
1996,ILLINOIS,IL,ROSS PEROT,REFORM PARTY,346408
1996,ILLINOIS,IL,HARRY BROWNE,LIBERTARIAN,22548
1996,ILLINOIS,IL,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,7606
1996,ILLINOIS,IL,JOHN HAGELIN,NATURAL LAW,4606
1996,ILLINOIS,IL,,,1458
1996,INDIANA,IN,ROBERT DOLE,REPUBLICAN,1006693
1996,INDIANA,IN,BILL CLINTON,DEMOCRAT,887424
1996,INDIANA,IN,ROSS PEROT,REFORM PARTY,224299
1996,INDIANA,IN,HARRY BROWNE,LIBERTARIAN,15632
1996,INDIANA,IN,,,1383
1996,IOWA,IA,BILL CLINTON,DEMOCRAT,620258
1996,IOWA,IA,ROBERT DOLE,REPUBLICAN,492644
1996,IOWA,IA,ROSS PEROT,REFORM PARTY,105159
1996,IOWA,IA,RALPH NADER,GREEN,6550
1996,IOWA,IA,JOHN HAGELIN,NATURAL LAW,3349
1996,IOWA,IA,HARRY BROWNE,LIBERTARIAN,2315
1996,IOWA,IA,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,2229
1996,IOWA,IA,SCATTERING,,1240
1996,IOWA,IA,JAMES HARRIS,SOCIALIST WORKERS,331
1996,KANSAS,KS,ROBERT DOLE,REPUBLICAN,583245
1996,KANSAS,KS,BILL CLINTON,DEMOCRAT,387659
1996,KANSAS,KS,ROSS PEROT,REFORM PARTY,92639
1996,KANSAS,KS,,INDEPENDENT,5174
1996,KANSAS,KS,HARRY BROWNE,LIBERTARIAN,4557
1996,KANSAS,KS,,,1026
1996,KENTUCKY,KY,BILL CLINTON,DEMOCRAT,636614
1996,KENTUCKY,KY,ROBERT DOLE,REPUBLICAN,623283
1996,KENTUCKY,KY,ROSS PEROT,REFORM PARTY,120396
1996,KENTUCKY,KY,HARRY BROWNE,LIBERTARIAN,4009
1996,KENTUCKY,KY,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,2204
1996,KENTUCKY,KY,JOHN HAGELIN,NATURAL LAW,1493
1996,KENTUCKY,KY,,,709
1996,LOUISIANA,LA,BILL CLINTON,DEMOCRAT,927837
1996,LOUISIANA,LA,ROBERT DOLE,REPUBLICAN,712586
1996,LOUISIANA,LA,ROSS PEROT,REFORM PARTY,123293
1996,LOUISIANA,LA,HARRY BROWNE,LIBERTARIAN,7499
1996,LOUISIANA,LA,RALPH NADER,"LIBERTY, ECOLOGY, COMMUNITY",4719
1996,LOUISIANA,LA,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,3366
1996,LOUISIANA,LA,JOHN HAGELIN,NATURAL LAW,2981
1996,LOUISIANA,LA,MONICA MOOREHEAD,WORKERS WORLD,1678
1996,MAINE,ME,BILL CLINTON,DEMOCRAT,312788
1996,MAINE,ME,ROBERT DOLE,REPUBLICAN,186378
1996,MAINE,ME,ROSS PEROT,REFORM PARTY,85970
1996,MAINE,ME,RALPH NADER,GREEN,15279
1996,MAINE,ME,HARRY BROWNE,LIBERTARIAN,2996
1996,MAINE,ME,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,1517
1996,MAINE,ME,JOHN HAGELIN,NATURAL LAW,825
1996,MAINE,ME,OTHER,,144
1996,MARYLAND,MD,BILL CLINTON,DEMOCRAT,966207
1996,MARYLAND,MD,ROBERT DOLE,REPUBLICAN,681530
1996,MARYLAND,MD,ROSS PEROT,REFORM PARTY,115812
1996,MARYLAND,MD,HARRY BROWNE,LIBERTARIAN,8765
1996,MARYLAND,MD,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,3402
1996,MARYLAND,MD,,,2637
1996,MARYLAND,MD,JOHN HAGELIN,NATURAL LAW,2517
1996,MASSACHUSETTS,MA,BILL CLINTON,DEMOCRAT,1571509
1996,MASSACHUSETTS,MA,ROBERT DOLE,REPUBLICAN,718058
1996,MASSACHUSETTS,MA,ROSS PEROT,REFORM PARTY,227206
1996,MASSACHUSETTS,MA,HARRY BROWNE,LIBERTARIAN,20424
1996,MASSACHUSETTS,MA,OTHER,,6180
1996,MASSACHUSETTS,MA,JOHN HAGELIN,NATURAL LAW,5183
1996,MASSACHUSETTS,MA,,,4623
1996,MASSACHUSETTS,MA,MONICA MOOREHEAD,WORKERS WORLD,3276
1996,MICHIGAN,MI,BILL CLINTON,DEMOCRAT,1989653
1996,MICHIGAN,MI,ROBERT DOLE,REPUBLICAN,1481212
1996,MICHIGAN,MI,ROSS PEROT,REFORM PARTY,336670
1996,MICHIGAN,MI,HARRY BROWNE,LIBERTARIAN,27670
1996,MICHIGAN,MI,,,4678
1996,MICHIGAN,MI,JOHN HAGELIN,NATURAL LAW,4254
1996,MICHIGAN,MI,MONICA MOOREHEAD,WORKERS WORLD,3153
1996,MICHIGAN,MI,JEROME JERRY WHITE,SOCIALIST EQUALITY PARTY,1554
1996,MINNESOTA,MN,BILL CLINTON,DEMOCRAT,1120380
1996,MINNESOTA,MN,ROBERT DOLE,REPUBLICAN,766395
1996,MINNESOTA,MN,ROSS PEROT,REFORM PARTY,257698
1996,MINNESOTA,MN,RALPH NADER,GREEN,24906
1996,MINNESOTA,MN,HARRY BROWNE,LIBERTARIAN,8271
1996,MINNESOTA,MN,DENNIS PERON,GRASSROOTS,4898
1996,MINNESOTA,MN,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,3415
1996,MINNESOTA,MN,JOHN HAGELIN,NATURAL LAW,1808
1996,MINNESOTA,MN,JOHN BIRRENBACK,INDEPENDENT GRASSROOTS,787
1996,MINNESOTA,MN,JAMES HARRIS,SOCIALIST WORKERS,684
1996,MINNESOTA,MN,JEROME JERRY WHITE,SOCIALIST EQUALITY PARTY,347
1996,MISSISSIPPI,MS,ROBERT DOLE,REPUBLICAN,439838
1996,MISSISSIPPI,MS,BILL CLINTON,DEMOCRAT,394022
1996,MISSISSIPPI,MS,,INDEPENDENT,53427
1996,MISSISSIPPI,MS,HARRY BROWNE,LIBERTARIAN,2809
1996,MISSISSIPPI,MS,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,2314
1996,MISSISSIPPI,MS,JOHN HAGELIN,NATURAL LAW,1447
1996,MISSOURI,MO,BILL CLINTON,DEMOCRAT,1025935
1996,MISSOURI,MO,ROBERT DOLE,REPUBLICAN,890016
1996,MISSOURI,MO,ROSS PEROT,REFORM PARTY,217188
1996,MISSOURI,MO,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,11521
1996,MISSOURI,MO,HARRY BROWNE,LIBERTARIAN,10522
1996,MISSOURI,MO,JOHN HAGELIN,NATURAL LAW,2287
1996,MISSOURI,MO,,INDEPENDENT,596
1996,MONTANA,MT,ROBERT DOLE,REPUBLICAN,179652
1996,MONTANA,MT,BILL CLINTON,DEMOCRAT,167922
1996,MONTANA,MT,ROSS PEROT,REFORM PARTY,55229
1996,MONTANA,MT,HARRY BROWNE,LIBERTARIAN,2526
1996,MONTANA,MT,JOHN HAGELIN,NATURAL LAW,1754
1996,NEBRASKA,NE,ROBERT DOLE,REPUBLICAN,363467
1996,NEBRASKA,NE,BILL CLINTON,DEMOCRAT,236761
1996,NEBRASKA,NE,ROSS PEROT,REFORM PARTY,71278
1996,NEBRASKA,NE,HARRY BROWNE,LIBERTARIAN,2792
1996,NEBRASKA,NE,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,1928
1996,NEBRASKA,NE,JOHN HAGELIN,NATURAL LAW,1189
1996,NEVADA,NV,BILL CLINTON,DEMOCRAT,203974
1996,NEVADA,NV,ROBERT DOLE,REPUBLICAN,199244
1996,NEVADA,NV,ROSS PEROT,REFORM PARTY,43986
1996,NEVADA,NV,NONE OF THE ABOVE,,5608
1996,NEVADA,NV,RALPH NADER,GREEN,4730
1996,NEVADA,NV,HARRY BROWNE,LIBERTARIAN,4460
1996,NEVADA,NV,HOWARD PHILLIPS,INDEPENDENT AMERICAN,1732
1996,NEVADA,NV,JOHN HAGELIN,NATURAL LAW,545
1996,NEW HAMPSHIRE,NH,BILL CLINTON,DEMOCRAT,246166
1996,NEW HAMPSHIRE,NH,ROBERT DOLE,REPUBLICAN,196486
1996,NEW HAMPSHIRE,NH,ROSS PEROT,REFORM PARTY,48387
1996,NEW HAMPSHIRE,NH,HARRY BROWNE,LIBERTARIAN,4214
1996,NEW HAMPSHIRE,NH,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,1344
1996,NEW JERSEY,NJ,BILL CLINTON,DEMOCRAT,1652361
1996,NEW JERSEY,NJ,ROBERT DOLE,REPUBLICAN,1103099
1996,NEW JERSEY,NJ,,INDEPENDENT,320400
1996,NEW MEXICO,NM,BILL CLINTON,DEMOCRAT,273495
1996,NEW MEXICO,NM,ROBERT DOLE,REPUBLICAN,232751
1996,NEW MEXICO,NM,ROSS PEROT,REFORM PARTY,32257
1996,NEW MEXICO,NM,RALPH NADER,GREEN,13218
1996,NEW MEXICO,NM,HARRY BROWNE,LIBERTARIAN,2996
1996,NEW MEXICO,NM,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,713
1996,NEW MEXICO,NM,JOHN HAGELIN,NATURAL LAW,644
1996,NEW YORK,NY,BILL CLINTON,DEMOCRAT,3649630
1996,NEW YORK,NY,ROBERT DOLE,REPUBLICAN,1738707
1996,NEW YORK,NY,ROSS PEROT,INDEPENDENCE,503458
1996,NEW YORK,NY,ROBERT DOLE,CONSERVATIVE,183392
1996,NEW YORK,NY,BLANK VOTE/SCATTERING,,123000
1996,NEW YORK,NY,BILL CLINTON,LIBERAL PARTY,106547
1996,NEW YORK,NY,RALPH NADER,GREEN,75956
1996,NEW YORK,NY,HOWARD PHILLIPS,RIGHT-TO-LIFE,23580
1996,NEW YORK,NY,HARRY BROWNE,LIBERTARIAN,12220
1996,NEW YORK,NY,ROBERT DOLE,FREEDOM,11393
1996,NEW YORK,NY,JOHN HAGELIN,NATURAL LAW,5011
1996,NEW YORK,NY,MONICA MOOREHEAD,WORKERS WORLD,3473
1996,NEW YORK,NY,JAMES HARRIS,SOCIALIST WORKERS,2762
1996,NORTH CAROLINA,NC,ROBERT DOLE,REPUBLICAN,1225938
1996,NORTH CAROLINA,NC,BILL CLINTON,DEMOCRAT,1107849
1996,NORTH CAROLINA,NC,ROSS PEROT,REFORM PARTY,168059
1996,NORTH CAROLINA,NC,HARRY BROWNE,LIBERTARIAN,8740
1996,NORTH CAROLINA,NC,JOHN HAGELIN,NATURAL LAW,2771
1996,NORTH CAROLINA,NC,,,2450
1996,NORTH DAKOTA,ND,ROBERT DOLE,REPUBLICAN,125050
1996,NORTH DAKOTA,ND,BILL CLINTON,DEMOCRAT,106905
1996,NORTH DAKOTA,ND,ROSS PEROT,REFORM PARTY,32515
1996,NORTH DAKOTA,ND,HARRY BROWNE,LIBERTARIAN,847
1996,NORTH DAKOTA,ND,HOWARD PHILLIPS,INDEPENDENT NOMINATION,745
1996,NORTH DAKOTA,ND,JOHN HAGELIN,NATURAL LAW,349
1996,OHIO,OH,BILL CLINTON,DEMOCRAT,2148222
1996,OHIO,OH,ROBERT DOLE,REPUBLICAN,1859883
1996,OHIO,OH,ROSS PEROT,REFORM PARTY,483207
1996,OHIO,OH,HARRY BROWNE,LIBERTARIAN,12851
1996,OHIO,OH,MONICA MOOREHEAD,WORKERS WORLD,10813
1996,OHIO,OH,JOHN HAGELIN,NATURAL LAW,9120
1996,OHIO,OH,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,7361
1996,OHIO,OH,RALPH NADER,GREEN,2962
1996,OHIO,OH,OTHER,,15
1996,OKLAHOMA,OK,ROBERT DOLE,REPUBLICAN,582315
1996,OKLAHOMA,OK,BILL CLINTON,DEMOCRAT,488105
1996,OKLAHOMA,OK,ROSS PEROT,REFORM PARTY,130788
1996,OKLAHOMA,OK,HARRY BROWNE,LIBERTARIAN,5505
1996,OREGON,OR,BILL CLINTON,DEMOCRAT,649641
1996,OREGON,OR,ROBERT DOLE,REPUBLICAN,538152
1996,OREGON,OR,ROSS PEROT,REFORM PARTY,121221
1996,OREGON,OR,RALPH NADER,GREEN,49415
1996,OREGON,OR,HARRY BROWNE,LIBERTARIAN,8903
1996,OREGON,OR,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,3379
1996,OREGON,OR,JOHN HAGELIN,NATURAL LAW,2798
1996,OREGON,OR,OTHER,,2329
1996,OREGON,OR,MARY CAL HOLLIS,SOCIALIST,1922
1996,PENNSYLVANIA,PA,BILL CLINTON,DEMOCRAT,2215819
1996,PENNSYLVANIA,PA,ROBERT DOLE,REPUBLICAN,1801169
1996,PENNSYLVANIA,PA,ROSS PEROT,REFORM PARTY,430984
1996,PENNSYLVANIA,PA,HARRY BROWNE,LIBERTARIAN,28000
1996,PENNSYLVANIA,PA,HOWARD PHILLIPS,CONSTITUTION PARTY,19552
1996,PENNSYLVANIA,PA,JOHN HAGELIN,NATURAL LAW,5783
1996,RHODE ISLAND,RI,BILL CLINTON,DEMOCRAT,233050
1996,RHODE ISLAND,RI,ROBERT DOLE,REPUBLICAN,104683
1996,RHODE ISLAND,RI,ROSS PEROT,REFORM PARTY,43723
1996,RHODE ISLAND,RI,RALPH NADER,GREEN,6040
1996,RHODE ISLAND,RI,HARRY BROWNE,LIBERTARIAN,1109
1996,RHODE ISLAND,RI,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,1021
1996,RHODE ISLAND,RI,JOHN HAGELIN,NATURAL LAW,435
1996,RHODE ISLAND,RI,MONICA MOOREHEAD,WORKERS WORLD,186
1996,SOUTH CAROLINA,SC,ROBERT DOLE,REPUBLICAN,573339
1996,SOUTH CAROLINA,SC,BILL CLINTON,DEMOCRAT,506152
1996,SOUTH CAROLINA,SC,ROSS PEROT,PATRIOT PARTY,36913
1996,SOUTH CAROLINA,SC,ROSS PEROT,REFORM PARTY,27464
1996,SOUTH CAROLINA,SC,HARRY BROWNE,LIBERTARIAN,4271
1996,SOUTH CAROLINA,SC,HOWARD PHILLIPS,U.S. TAXPAYERS PARTY,2043
1996,SOUTH DAKOTA,SD,ROBERT DOLE,REPUBLICAN,150543
1996,SOUTH DAKOTA,SD,BILL CLINTON,DEMOCRAT,139333
1996,SOUTH DAKOTA,SD,,INDEPENDENT,32478
